,Unnamed: 0,database,database_id,uniprot_id,title,organism,taxonomy_id,evidence_level,protein,fold,label_index
476,476,tr,A0A8T1N2F9,A0A8T1N2F9_BOTJA,Snake venom serine protease,Bothrops jararaca,8724,3,Snake_Venom_Serine_Proteases(SVSP),train,4
477,477,tr,T1DKY8,T1DKY8_CROHD,Serine protease 23,Crotalus horridus,35024,2,Snake_Venom_Serine_Proteases(SVSP),train,4
478,478,tr,A0A8T1N172,A0A8T1N172_BOTJA,Snake venom serine protease,Bothrops jararaca,8724,3,Snake_Venom_Serine_Proteases(SVSP),test,4
479,479,tr,A0A8T1N367,A0A8T1N367_BOTJA,Snake venom serine protease,Bothrops jararaca,8724,3,Snake_Venom_Serine_Proteases(SVSP),train,4
480,480,tr,A0A8T1N4W0,A0A8T1N4W0_BOTJA,Snake venom serine protease,Bothrops jararaca,8724,3,Snake_Venom_Serine_Proteases(SVSP),train,4
481,481,tr,A0A8T1N5T1,A0A8T1N5T1_BOTJA,Snake venom serine protease,Bothrops jararaca,8724,3,Snake_Venom_Serine_Proteases(SVSP),train,4
482,482,tr,A0A8T1N2W5,A0A8T1N2W5_BOTJA,Snake venom serine protease,Bothrops jararaca,8724,3,Snake_Venom_Serine_Proteases(SVSP),test,4
483,483,tr,A0A8T1N4V1,A0A8T1N4V1_BOTJA,Snake venom serine protease,Bothrops jararaca,8724,3,Snake_Venom_Serine_Proteases(SVSP),test,4
484,484,tr,A0A8T1N4Y0,A0A8T1N4Y0_BOTJA,Snake venom serine protease,Bothrops jararaca,8724,3,Snake_Venom_Serine_Proteases(SVSP),test,4
485,485,tr,A0A9F5IQJ6,A0A9F5IQJ6_PYTBI,Snake venom serine protease-like,Python bivittatus,176946,3,Snake_Venom_Serine_Proteases(SVSP),train,4
486,486,tr,A0A9F2RFA0,A0A9F2RFA0_PYTBI,Snake venom serine protease-like,Python bivittatus,176946,3,Snake_Venom_Serine_Proteases(SVSP),train,4
487,487,tr,A0A6I9YAD9,A0A6I9YAD9_9SAUR,Snake venom serine protease-like,Thamnophis sirtalis,35019,3,Snake_Venom_Serine_Proteases(SVSP),train,4
488,488,tr,A0A8T1N329,A0A8T1N329_BOTJA,Snake venom serine protease,Bothrops jararaca,8724,3,Snake_Venom_Serine_Proteases(SVSP),train,4
489,489,tr,A0A8T1N342,A0A8T1N342_BOTJA,Snake venom serine protease,Bothrops jararaca,8724,3,Snake_Venom_Serine_Proteases(SVSP),train,4
490,490,tr,A0AAW1BHF0,A0AAW1BHF0_CROAD,Serine protease 56,Crotalus adamanteus,8729,3,Snake_Venom_Serine_Proteases(SVSP),train,4
491,491,tr,A0A2D4J392,A0A2D4J392_MICLE,Transmembrane protease serine (Fragment),Micrurus lemniscatus lemniscatus,129467,3,Snake_Venom_Serine_Proteases(SVSP),train,4
492,492,tr,A0A8C5RJZ0,A0A8C5RJZ0_LATLA,Transmembrane protease serine,Laticauda laticaudata,8630,3,Snake_Venom_Serine_Proteases(SVSP),train,4
493,493,tr,A0AAW1AZI6,A0AAW1AZI6_CROAD,Serine protease hepsin,Crotalus adamanteus,8729,3,Snake_Venom_Serine_Proteases(SVSP),train,4
494,494,tr,A0A6G5ZUI5,A0A6G5ZUI5_VIPAN,Serine protease inhibitor 4,Vipera anatolica senliki,2604287,2,Snake_Venom_Serine_Proteases(SVSP),train,4
495,495,tr,A0A6I9XPE6,A0A6I9XPE6_9SAUR,Serine protease 23,Thamnophis sirtalis,35019,3,Snake_Venom_Serine_Proteases(SVSP),train,4
496,496,tr,A0A8C7DRL1,A0A8C7DRL1_NAJNA,Serine protease 23,Naja naja,35670,3,Snake_Venom_Serine_Proteases(SVSP),train,4
497,497,tr,A0A9F3QUH7,A0A9F3QUH7_PYTBI,Serine protease 23,Python bivittatus,176946,3,Snake_Venom_Serine_Proteases(SVSP),train,4
498,498,tr,A0AAW1B8A3,A0AAW1B8A3_CROAD,Serine protease 55-like,Crotalus adamanteus,8729,3,Snake_Venom_Serine_Proteases(SVSP),train,4
499,499,tr,A0A670YN01,A0A670YN01_PSETE,Serine protease 8,Pseudonaja textilis,8673,3,Snake_Venom_Serine_Proteases(SVSP),train,4
500,500,tr,A0A670ZH79,A0A670ZH79_PSETE,Serine protease 56,Pseudonaja textilis,8673,3,Snake_Venom_Serine_Proteases(SVSP),train,4
501,501,tr,A0A6I9XUV4,A0A6I9XUV4_9SAUR,Serine protease 53,Thamnophis sirtalis,35019,3,Snake_Venom_Serine_Proteases(SVSP),train,4
502,502,tr,A0A6J1UZ62,A0A6J1UZ62_9SAUR,Serine protease 23,Notechis scutatus,8663,3,Snake_Venom_Serine_Proteases(SVSP),train,4
503,503,tr,A0A6P9B1C1,A0A6P9B1C1_PANGU,Serine protease 23,Pantherophis guttatus,94885,3,Snake_Venom_Serine_Proteases(SVSP),train,4
504,504,tr,A0A670XRX8,A0A670XRX8_PSETE,Serine protease 23,Pseudonaja textilis,8673,3,Snake_Venom_Serine_Proteases(SVSP),val,4
505,505,tr,A0A2D4FQ43,A0A2D4FQ43_MICCO,Serine protease HTRA1,Micrurus corallinus,54390,3,Snake_Venom_Serine_Proteases(SVSP),train,4
506,506,tr,A0A6J1VVU0,A0A6J1VVU0_9SAUR,Serine protease 56,Notechis scutatus,8663,3,Snake_Venom_Serine_Proteases(SVSP),train,4
507,507,tr,A0A8C5SAT3,A0A8C5SAT3_LATLA,Serine protease 23,Laticauda laticaudata,8630,3,Snake_Venom_Serine_Proteases(SVSP),train,4
508,508,tr,A0A0F7Z5W9,A0A0F7Z5W9_CROAD,Serine protease HTRA1,Crotalus adamanteus,8729,2,Snake_Venom_Serine_Proteases(SVSP),test,4
509,509,tr,A0A0B8RTL3,A0A0B8RTL3_9SAUR,Serine protease HTRA1,Philothamnus irregularis,1899461,3,Snake_Venom_Serine_Proteases(SVSP),train,4
510,510,tr,A0AAW1B5Z3,A0AAW1B5Z3_CROAD,Serine protease 27-like,Crotalus adamanteus,8729,3,Snake_Venom_Serine_Proteases(SVSP),train,4
511,511,tr,A0AAW1C0D7,A0AAW1C0D7_CROAD,Transmembrane protease serine 12,Crotalus adamanteus,8729,3,Snake_Venom_Serine_Proteases(SVSP),train,4
512,512,tr,A0AAW1B624,A0AAW1B624_CROAD,Serine protease 27-like,Crotalus adamanteus,8729,3,Snake_Venom_Serine_Proteases(SVSP),train,4
513,513,tr,A0AAW1B5H4,A0AAW1B5H4_CROAD,Serine protease 27-like,Crotalus adamanteus,8729,3,Snake_Venom_Serine_Proteases(SVSP),val,4
514,514,tr,A0AAW1B639,A0AAW1B639_CROAD,Serine protease 27-like,Crotalus adamanteus,8729,3,Snake_Venom_Serine_Proteases(SVSP),train,4
515,515,tr,A0A6P9C5S8,A0A6P9C5S8_PANGU,Serine protease hepsin,Pantherophis guttatus,94885,3,Snake_Venom_Serine_Proteases(SVSP),train,4
516,516,tr,A0A9F2R0K5,A0A9F2R0K5_PYTBI,Serine protease hepsin,Python bivittatus,176946,3,Snake_Venom_Serine_Proteases(SVSP),train,4
517,517,tr,A0A9F5MT73,A0A9F5MT73_PYTBI,Serine protease 56,Python bivittatus,176946,3,Snake_Venom_Serine_Proteases(SVSP),train,4
518,518,tr,A0A6J1VGP0,A0A6J1VGP0_9SAUR,Transmembrane protease serine,Notechis scutatus,8663,3,Snake_Venom_Serine_Proteases(SVSP),train,4
519,519,tr,A0A6P9BWS9,A0A6P9BWS9_PANGU,Transmembrane protease serine,Pantherophis guttatus,94885,3,Snake_Venom_Serine_Proteases(SVSP),train,4
520,520,tr,A0A6P9BWT4,A0A6P9BWT4_PANGU,Transmembrane protease serine,Pantherophis guttatus,94885,3,Snake_Venom_Serine_Proteases(SVSP),train,4
521,521,tr,A0A8C5RWF5,A0A8C5RWF5_LATLA,Serine protease 12,Laticauda laticaudata,8630,3,Snake_Venom_Serine_Proteases(SVSP),train,4
522,522,tr,A0A8C6VB99,A0A8C6VB99_NAJNA,Transmembrane serine protease 9,Naja naja,35670,3,Snake_Venom_Serine_Proteases(SVSP),test,4
523,523,tr,A0A670ZLS8,A0A670ZLS8_PSETE,Transmembrane serine protease 9,Pseudonaja textilis,8673,3,Snake_Venom_Serine_Proteases(SVSP),train,4
524,524,tr,A0AAW1B492,A0AAW1B492_CROAD,Transmembrane protease serine 11E,Crotalus adamanteus,8729,3,Snake_Venom_Serine_Proteases(SVSP),val,4
525,525,tr,A0A8T1N163,A0A8T1N163_BOTJA,Snake venom serine protease,Bothrops jararaca,8724,3,Snake_Venom_Serine_Proteases(SVSP),train,4
526,526,tr,A0A6I9XX25,A0A6I9XX25_9SAUR,Inactive serine protease 35,Thamnophis sirtalis,35019,3,Snake_Venom_Serine_Proteases(SVSP),train,4
527,527,tr,A0A9F2NPZ4,A0A9F2NPZ4_PYTBI,Inactive serine protease 35,Python bivittatus,176946,3,Snake_Venom_Serine_Proteases(SVSP),val,4
528,528,tr,A0A6J1TWU7,A0A6J1TWU7_9SAUR,Inactive serine protease 35,Notechis scutatus,8663,3,Snake_Venom_Serine_Proteases(SVSP),train,4
529,529,tr,A0A9F2WIZ9,A0A9F2WIZ9_PYTBI,Serine protease 27-like,Python bivittatus,176946,3,Snake_Venom_Serine_Proteases(SVSP),train,4
530,530,tr,A0A670YRH1,A0A670YRH1_PSETE,Serine protease 27-like,Pseudonaja textilis,8673,3,Snake_Venom_Serine_Proteases(SVSP),train,4
531,531,tr,A0A6I9Z4D1,A0A6I9Z4D1_9SAUR,Serine protease 55-like,Thamnophis sirtalis,35019,3,Snake_Venom_Serine_Proteases(SVSP),train,4
532,532,tr,A0A6P9C4A5,A0A6P9C4A5_PANGU,Serine protease 27-like,Pantherophis guttatus,94885,3,Snake_Venom_Serine_Proteases(SVSP),train,4
533,533,tr,A0AAW1BL91,A0AAW1BL91_CROAD,Serine protease 23,Crotalus adamanteus,8729,3,Snake_Venom_Serine_Proteases(SVSP),train,4
534,534,tr,A0A6P9B9W7,A0A6P9B9W7_PANGU,Inactive serine protease 35,Pantherophis guttatus,94885,3,Snake_Venom_Serine_Proteases(SVSP),train,4
535,535,tr,A0AAW1C320,A0AAW1C320_CROAD,Transmembrane protease serine 9,Crotalus adamanteus,8729,3,Snake_Venom_Serine_Proteases(SVSP),train,4
536,536,tr,A0AAW1B510,A0AAW1B510_CROAD,Transmembrane protease serine 11E-like,Crotalus adamanteus,8729,3,Snake_Venom_Serine_Proteases(SVSP),train,4
537,537,tr,A0A6I9X973,A0A6I9X973_9SAUR,Serine protease 27-like,Thamnophis sirtalis,35019,3,Snake_Venom_Serine_Proteases(SVSP),train,4
538,538,tr,A0A6J1UHD9,A0A6J1UHD9_9SAUR,Transmembrane protease serine 3,Notechis scutatus,8663,3,Snake_Venom_Serine_Proteases(SVSP),train,4
539,539,tr,A0A6J1UQJ1,A0A6J1UQJ1_9SAUR,Neurotrypsin,Notechis scutatus,8663,3,Snake_Venom_Serine_Proteases(SVSP),train,4
540,540,tr,A0A8C5S7C7,A0A8C5S7C7_LATLA,Transmembrane serine protease 6,Laticauda laticaudata,8630,3,Snake_Venom_Serine_Proteases(SVSP),train,4
541,541,tr,A0A9F5J2X4,A0A9F5J2X4_PYTBI,Transmembrane protease serine 9,Python bivittatus,176946,3,Snake_Venom_Serine_Proteases(SVSP),train,4
542,542,tr,A0A670YCI0,A0A670YCI0_PSETE,Transmembrane serine protease 7,Pseudonaja textilis,8673,3,Snake_Venom_Serine_Proteases(SVSP),train,4
543,543,tr,A0A670YW96,A0A670YW96_PSETE,Transmembrane serine protease 3,Pseudonaja textilis,8673,3,Snake_Venom_Serine_Proteases(SVSP),train,4
544,544,tr,A0A6P9ARK8,A0A6P9ARK8_PANGU,Transmembrane protease serine 6,Pantherophis guttatus,94885,3,Snake_Venom_Serine_Proteases(SVSP),train,4
545,545,tr,A0A6P9CBU3,A0A6P9CBU3_PANGU,Transmembrane protease serine 9,Pantherophis guttatus,94885,3,Snake_Venom_Serine_Proteases(SVSP),test,4
546,546,tr,A0A6P9D546,A0A6P9D546_PANGU,Neurotrypsin,Pantherophis guttatus,94885,3,Snake_Venom_Serine_Proteases(SVSP),train,4
547,547,tr,A0A8C5SGJ6,A0A8C5SGJ6_LATLA,Transmembrane serine protease 13,Laticauda laticaudata,8630,3,Snake_Venom_Serine_Proteases(SVSP),train,4
548,548,tr,A0A8C5SRE8,A0A8C5SRE8_LATLA,Transmembrane serine protease 7,Laticauda laticaudata,8630,3,Snake_Venom_Serine_Proteases(SVSP),train,4
549,549,tr,A0A8C6XYZ7,A0A8C6XYZ7_NAJNA,Transmembrane serine protease 2,Naja naja,35670,3,Snake_Venom_Serine_Proteases(SVSP),train,4
550,550,tr,A0A8C5S6Z6,A0A8C5S6Z6_LATLA,Transmembrane serine protease 6,Laticauda laticaudata,8630,3,Snake_Venom_Serine_Proteases(SVSP),train,4
551,551,tr,A0A670XVD0,A0A670XVD0_PSETE,Transmembrane serine protease 6,Pseudonaja textilis,8673,3,Snake_Venom_Serine_Proteases(SVSP),train,4
552,552,tr,A0A6I9X325,A0A6I9X325_9SAUR,Transmembrane protease serine 7,Thamnophis sirtalis,35019,3,Snake_Venom_Serine_Proteases(SVSP),train,4
553,553,tr,A0A6J1TVP0,A0A6J1TVP0_9SAUR,Transmembrane protease serine 7,Notechis scutatus,8663,3,Snake_Venom_Serine_Proteases(SVSP),train,4
554,554,tr,A0A6P9CAB1,A0A6P9CAB1_PANGU,Transmembrane protease serine 2,Pantherophis guttatus,94885,3,Snake_Venom_Serine_Proteases(SVSP),train,4
555,555,tr,A0A8C6X785,A0A8C6X785_NAJNA,Transmembrane serine protease 7,Naja naja,35670,3,Snake_Venom_Serine_Proteases(SVSP),train,4
556,556,tr,A0A8C6Y0T1,A0A8C6Y0T1_NAJNA,Transmembrane serine protease 3,Naja naja,35670,3,Snake_Venom_Serine_Proteases(SVSP),test,4
557,557,tr,A0A9F5MXF7,A0A9F5MXF7_PYTBI,Neurotrypsin,Python bivittatus,176946,3,Snake_Venom_Serine_Proteases(SVSP),train,4
558,558,tr,A0AAW1AYP4,A0AAW1AYP4_CROAD,Transmembrane protease serine 13-like,Crotalus adamanteus,8729,3,Snake_Venom_Serine_Proteases(SVSP),train,4
559,559,tr,A0AAW1BD95,A0AAW1BD95_CROAD,Transmembrane protease serine 6,Crotalus adamanteus,8729,3,Snake_Venom_Serine_Proteases(SVSP),train,4
560,560,tr,A0A8C5T1A5,A0A8C5T1A5_LATLA,Inactive serine protease 35,Laticauda laticaudata,8630,3,Snake_Venom_Serine_Proteases(SVSP),train,4
561,561,tr,A0A8C6XD07,A0A8C6XD07_NAJNA,Inactive serine protease 35,Naja naja,35670,3,Snake_Venom_Serine_Proteases(SVSP),train,4
562,562,tr,A0A8C6Y0I3,A0A8C6Y0I3_NAJNA,Transmembrane serine protease 13,Naja naja,35670,3,Snake_Venom_Serine_Proteases(SVSP),test,4
563,563,tr,A0A2I7YS29,A0A2I7YS29_CROCT,Serine endopeptidase,Crotalus cerastes,8746,2,Snake_Venom_Serine_Proteases(SVSP),train,4
564,564,tr,A0A2I7YSA3,A0A2I7YSA3_CROTI,Serine endopeptidase,Crotalus tigris,88082,2,Snake_Venom_Serine_Proteases(SVSP),val,4
565,565,tr,A0A2I7YSA7,A0A2I7YSA7_9SAUR,Serine endopeptidase,Crotalus scutulatus,8737,2,Snake_Venom_Serine_Proteases(SVSP),train,4
566,566,tr,A0A2I7YSB8,A0A2I7YSB8_CROTI,Serine endopeptidase,Crotalus tigris,88082,2,Snake_Venom_Serine_Proteases(SVSP),train,4
567,567,tr,A0A2I7YS76,A0A2I7YS76_CROLE,Serine endopeptidase,Crotalus lepidus,44709,2,Snake_Venom_Serine_Proteases(SVSP),train,4
568,568,tr,V8N8N4,V8N8N4_OPHHA,Serine protease 23 (Fragment),Ophiophagus hannah,8665,3,Snake_Venom_Serine_Proteases(SVSP),train,4
569,569,tr,A0A6I9Y2D4,A0A6I9Y2D4_9SAUR,Neurotrypsin,Thamnophis sirtalis,35019,3,Snake_Venom_Serine_Proteases(SVSP),test,4
570,570,tr,A0A0K8RSA4,A0A0K8RSA4_CROHD,Serine proteinase 9c,Crotalus horridus,35024,3,Snake_Venom_Serine_Proteases(SVSP),train,4
571,571,tr,A0A6J1V7F7,A0A6J1V7F7_9SAUR,Transmembrane protease serine 12-like,Notechis scutatus,8663,3,Snake_Venom_Serine_Proteases(SVSP),val,4
572,572,tr,A0AAW1BF14,A0AAW1BF14_CROAD,Serine protease HTRA1,Crotalus adamanteus,8729,3,Snake_Venom_Serine_Proteases(SVSP),train,4
573,573,tr,A0AAW1CBG3,A0AAW1CBG3_CROAD,Inactive serine protease 35,Crotalus adamanteus,8729,3,Snake_Venom_Serine_Proteases(SVSP),train,4
574,574,tr,A0A8C5SPJ7,A0A8C5SPJ7_LATLA,Transmembrane serine protease 15,Laticauda laticaudata,8630,3,Snake_Venom_Serine_Proteases(SVSP),train,4
575,575,tr,A0A8C6Y0N0,A0A8C6Y0N0_NAJNA,Transmembrane serine protease 15,Naja naja,35670,3,Snake_Venom_Serine_Proteases(SVSP),train,4
576,576,tr,A0A9F2KUF4,A0A9F2KUF4_PYTBI,Transmembrane protease serine 7-like,Python bivittatus,176946,3,Snake_Venom_Serine_Proteases(SVSP),train,4
577,577,tr,A0A6I9XAF4,A0A6I9XAF4_9SAUR,Transmembrane protease serine 13-like,Thamnophis sirtalis,35019,3,Snake_Venom_Serine_Proteases(SVSP),train,4
578,578,tr,A0A6J1V0P7,A0A6J1V0P7_9SAUR,Transmembrane protease serine 13-like,Notechis scutatus,8663,3,Snake_Venom_Serine_Proteases(SVSP),test,4
579,579,tr,V8PC86,V8PC86_OPHHA,Inactive serine protease 35 (Fragment),Ophiophagus hannah,8665,3,Snake_Venom_Serine_Proteases(SVSP),val,4
580,580,tr,A0A6I9YUK1,A0A6I9YUK1_9SAUR,Transmembrane protease serine 3-like,Thamnophis sirtalis,35019,3,Snake_Venom_Serine_Proteases(SVSP),train,4
581,581,tr,V8NCL7,V8NCL7_OPHHA,Transmembrane protease serine 3 (Fragment),Ophiophagus hannah,8665,3,Snake_Venom_Serine_Proteases(SVSP),train,4
582,582,tr,A0A6I9YC20,A0A6I9YC20_9SAUR,Serine protease 27-like isoform X2,Thamnophis sirtalis,35019,3,Snake_Venom_Serine_Proteases(SVSP),train,4
583,583,tr,V8PHD7,V8PHD7_OPHHA,Transmembrane protease serine 6 (Fragment),Ophiophagus hannah,8665,3,Snake_Venom_Serine_Proteases(SVSP),test,4
584,584,tr,V8P530,V8P530_OPHHA,Transmembrane protease serine 7 (Fragment),Ophiophagus hannah,8665,3,Snake_Venom_Serine_Proteases(SVSP),val,4
585,585,tr,A0A9F2WHN6,A0A9F2WHN6_PYTBI,Serine protease 33-like isoform X2,Python bivittatus,176946,3,Snake_Venom_Serine_Proteases(SVSP),train,4
586,586,tr,A0A9F5IMR1,A0A9F5IMR1_PYTBI,Serine protease 33-like isoform X3,Python bivittatus,176946,3,Snake_Venom_Serine_Proteases(SVSP),train,4
587,587,tr,A0A6I9YC74,A0A6I9YC74_9SAUR,Serine protease 27-like isoform X1,Thamnophis sirtalis,35019,3,Snake_Venom_Serine_Proteases(SVSP),train,4
588,588,tr,A0AAW1BJX0,A0AAW1BJX0_CROAD,TMPRSS7: Transmembrane protease serine 7,Crotalus adamanteus,8729,3,Snake_Venom_Serine_Proteases(SVSP),val,4
589,589,tr,A0AAW1B8X9,A0AAW1B8X9_CROAD,"Serine protease HTRA2, mitochondrial",Crotalus adamanteus,8729,3,Snake_Venom_Serine_Proteases(SVSP),val,4
590,590,tr,A0A6I9XN02,A0A6I9XN02_9SAUR,Serine protease 27-like isoform X2,Thamnophis sirtalis,35019,3,Snake_Venom_Serine_Proteases(SVSP),test,4
591,591,tr,A0A9F5MP73,A0A9F5MP73_PYTBI,Transmembrane protease serine 13 isoform X3,Python bivittatus,176946,3,Snake_Venom_Serine_Proteases(SVSP),train,4
592,592,tr,A0A9F2N3R2,A0A9F2N3R2_PYTBI,Transmembrane protease serine 13 isoform X2,Python bivittatus,176946,3,Snake_Venom_Serine_Proteases(SVSP),train,4
593,593,tr,A0A9F5IQX0,A0A9F5IQX0_PYTBI,Transmembrane protease serine 13 isoform X1,Python bivittatus,176946,3,Snake_Venom_Serine_Proteases(SVSP),train,4
594,594,tr,A0A6P9CAQ5,A0A6P9CAQ5_PANGU,Transmembrane protease serine 3 isoform X2,Pantherophis guttatus,94885,3,Snake_Venom_Serine_Proteases(SVSP),train,4
595,595,tr,A0A9F5J7D2,A0A9F5J7D2_PYTBI,Mannan-binding lectin serine protease 1,Python bivittatus,176946,3,Snake_Venom_Serine_Proteases(SVSP),train,4
596,596,tr,A0A6P9BGR4,A0A6P9BGR4_PANGU,Transmembrane protease serine 7 isoform X3,Pantherophis guttatus,94885,3,Snake_Venom_Serine_Proteases(SVSP),train,4
597,597,tr,A0A6P9C6R7,A0A6P9C6R7_PANGU,Transmembrane protease serine 3 isoform X1,Pantherophis guttatus,94885,3,Snake_Venom_Serine_Proteases(SVSP),test,4
598,598,tr,A0A9F2MVZ3,A0A9F2MVZ3_PYTBI,Transmembrane protease serine 6 isoform X1,Python bivittatus,176946,3,Snake_Venom_Serine_Proteases(SVSP),test,4
599,599,tr,A0A6J1WCN5,A0A6J1WCN5_9SAUR,Transmembrane protease serine 6 isoform X2,Notechis scutatus,8663,3,Snake_Venom_Serine_Proteases(SVSP),train,4
600,600,tr,A0A6P9BDC8,A0A6P9BDC8_PANGU,Transmembrane protease serine 7 isoform X1,Pantherophis guttatus,94885,3,Snake_Venom_Serine_Proteases(SVSP),train,4
601,601,tr,A0A6P9BMX3,A0A6P9BMX3_PANGU,Transmembrane protease serine 7 isoform X2,Pantherophis guttatus,94885,3,Snake_Venom_Serine_Proteases(SVSP),train,4
602,602,tr,A0A6P9CJ02,A0A6P9CJ02_PANGU,Transmembrane protease serine 3 isoform X3,Pantherophis guttatus,94885,3,Snake_Venom_Serine_Proteases(SVSP),train,4
603,603,tr,A0A9F5MSY7,A0A9F5MSY7_PYTBI,Transmembrane protease serine 6 isoform X2,Python bivittatus,176946,3,Snake_Venom_Serine_Proteases(SVSP),train,4
604,604,tr,D3YLG9,D3YLG9_ECHOC,Serine proteinase (Fragment),Echis ocellatus,99586,2,Snake_Venom_Serine_Proteases(SVSP),test,4
605,605,tr,V8NFE6,V8NFE6_OPHHA,Transmembrane protease serine 9 (Fragment),Ophiophagus hannah,8665,3,Snake_Venom_Serine_Proteases(SVSP),train,4
606,606,tr,A0A6P9BAM1,A0A6P9BAM1_PANGU,Transmembrane protease serine 12-like isoform X3,Pantherophis guttatus,94885,3,Snake_Venom_Serine_Proteases(SVSP),train,4
607,607,tr,A0A6P9BK07,A0A6P9BK07_PANGU,Transmembrane protease serine 12-like isoform X1,Pantherophis guttatus,94885,3,Snake_Venom_Serine_Proteases(SVSP),train,4
608,608,tr,V8P8C2,V8P8C2_OPHHA,Neurotrypsin (Fragment),Ophiophagus hannah,8665,3,Snake_Venom_Serine_Proteases(SVSP),val,4
609,609,tr,A0A2I7YS92,A0A2I7YS92_CROTI,Serine endopeptidase,Crotalus tigris,88082,2,Snake_Venom_Serine_Proteases(SVSP),train,4
610,610,tr,A0A194ATR6,A0A194ATR6_SISMB,Serine proteinase 12b,Sistrurus miliarius barbouri,8759,3,Snake_Venom_Serine_Proteases(SVSP),train,4
611,611,tr,A0A9F3QUK2,A0A9F3QUK2_PYTBI,Transmembrane protease serine 12-like isoform X1,Python bivittatus,176946,3,Snake_Venom_Serine_Proteases(SVSP),train,4
612,612,tr,A0A6P9CMB3,A0A6P9CMB3_PANGU,Transmembrane protease serine 13-like isoform X2,Pantherophis guttatus,94885,3,Snake_Venom_Serine_Proteases(SVSP),train,4
613,613,tr,A0A6J1VMP6,A0A6J1VMP6_9SAUR,LOW QUALITY PROTEIN: transmembrane protease serine 9,Notechis scutatus,8663,3,Snake_Venom_Serine_Proteases(SVSP),train,4
614,614,tr,A0A6P9CA19,A0A6P9CA19_PANGU,Transmembrane protease serine 13-like isoform X3,Pantherophis guttatus,94885,3,Snake_Venom_Serine_Proteases(SVSP),train,4
615,615,tr,A0A6P9CDY9,A0A6P9CDY9_PANGU,Transmembrane protease serine 13-like isoform X1,Pantherophis guttatus,94885,3,Snake_Venom_Serine_Proteases(SVSP),val,4
616,616,tr,A0A194ASH3,A0A194ASH3_SISTE,Serine proteinase 15d,Sistrurus tergeminus,8757,3,Snake_Venom_Serine_Proteases(SVSP),train,4
617,617,tr,A0A194ATE7,A0A194ATE7_SISTE,Serine proteinase 5,Sistrurus tergeminus,8757,3,Snake_Venom_Serine_Proteases(SVSP),train,4
618,618,tr,A0AAW1BI80,A0AAW1BI80_CROAD,Mannan-binding lectin serine protease 1,Crotalus adamanteus,8729,3,Snake_Venom_Serine_Proteases(SVSP),train,4
619,619,tr,A0A194ASU5,A0A194ASU5_SISMB,Serine proteinase 12a,Sistrurus miliarius barbouri,8759,3,Snake_Venom_Serine_Proteases(SVSP),train,4
620,620,tr,B0VXU3,B0VXU3_SISCA,Serine proteinase isoform 11,Sistrurus catenatus edwardsii,8762,2,Snake_Venom_Serine_Proteases(SVSP),train,4
621,621,tr,B0VXT6,B0VXT6_SISCA,Serine proteinase isoform 4,Sistrurus catenatus edwardsii,8762,2,Snake_Venom_Serine_Proteases(SVSP),train,4
622,622,tr,A0A6P9B323,A0A6P9B323_PANGU,Mannan-binding lectin serine protease 1-like,Pantherophis guttatus,94885,3,Snake_Venom_Serine_Proteases(SVSP),train,4
623,623,tr,A0A6I9XRL2,A0A6I9XRL2_9SAUR,LOW QUALITY PROTEIN: transmembrane protease serine 9,Thamnophis sirtalis,35019,3,Snake_Venom_Serine_Proteases(SVSP),train,4
624,624,tr,A0AAW1BHI4,A0AAW1BHI4_CROAD,Mannan-binding lectin serine protease 1,Crotalus adamanteus,8729,4,Snake_Venom_Serine_Proteases(SVSP),train,4
625,625,tr,A0A2D4H9H0,A0A2D4H9H0_MICLE,Inactive serine protease PAMR1 (Fragment),Micrurus lemniscatus lemniscatus,129467,4,Snake_Venom_Serine_Proteases(SVSP),train,4
626,626,tr,A0A2D4G4Q8,A0A2D4G4Q8_MICCO,Inactive serine protease PAMR1 (Fragment),Micrurus corallinus,54390,4,Snake_Venom_Serine_Proteases(SVSP),train,4
627,627,tr,F8S119,F8S119_CROAD,Serine proteinase 7 (Fragment),Crotalus adamanteus,8729,2,Snake_Venom_Serine_Proteases(SVSP),train,4
628,628,tr,A0AAW1C855,A0AAW1C855_CROAD,Inactive serine protease PAMR1,Crotalus adamanteus,8729,4,Snake_Venom_Serine_Proteases(SVSP),train,4
629,629,tr,F8S117,F8S117_CROAD,Serine proteinase 5,Crotalus adamanteus,8729,2,Snake_Venom_Serine_Proteases(SVSP),train,4
630,630,tr,F8S120,F8S120_CROAD,Serine proteinase 8 (Fragment),Crotalus adamanteus,8729,2,Snake_Venom_Serine_Proteases(SVSP),train,4
631,631,tr,A0A0F7Z1J2,A0A0F7Z1J2_CROAD,Serine proteinase 3a,Crotalus adamanteus,8729,2,Snake_Venom_Serine_Proteases(SVSP),train,4
632,632,tr,A0A0F7Z790,A0A0F7Z790_CROAD,Serine proteinase 3c,Crotalus adamanteus,8729,2,Snake_Venom_Serine_Proteases(SVSP),train,4
633,633,tr,A0A077LD42,A0A077LD42_PROFL,Serine protease (Fragment),Protobothrops flavoviridis,88087,2,Snake_Venom_Serine_Proteases(SVSP),train,4
634,634,tr,T2HP78,T2HP78_PROFL,Serine protease (Fragment),Protobothrops flavoviridis,88087,2,Snake_Venom_Serine_Proteases(SVSP),train,4
