,database,database_id,uniprot_id,title,organism,taxonomy_id,evidence_level,protein,fold
333,tr,A0A6J1VVV4,A0A6J1VVV4_9SAUR,Kunitz-type serine protease inhibitor 4-like,Notechis scutatus,8663,3,Clustered_Snake_Venom_Serine_Proteases(SVSP),train
334,tr,A0A1Y0DIB6,A0A1Y0DIB6_AZEFE,Serine protease,Azemiops feae,8773,2,Clustered_Snake_Venom_Serine_Proteases(SVSP),train
335,tr,A0A8T1N5Q9,A0A8T1N5Q9_BOTJA,Snake venom serine protease,Bothrops jararaca,8724,3,Clustered_Snake_Venom_Serine_Proteases(SVSP),train
336,tr,A0A8T1N4W0,A0A8T1N4W0_BOTJA,Snake venom serine protease,Bothrops jararaca,8724,3,Clustered_Snake_Venom_Serine_Proteases(SVSP),train
337,tr,A0A6I9YAD9,A0A6I9YAD9_9SAUR,Snake venom serine protease-like,Thamnophis sirtalis,35019,3,Clustered_Snake_Venom_Serine_Proteases(SVSP),train
338,tr,A0AAW1BHF0,A0AAW1BHF0_CROAD,Serine protease 56,Crotalus adamanteus,8729,3,Clustered_Snake_Venom_Serine_Proteases(SVSP),train
339,tr,A0A2D4J392,A0A2D4J392_MICLE,Transmembrane protease serine (Fragment),Micrurus lemniscatus lemniscatus,129467,3,Clustered_Snake_Venom_Serine_Proteases(SVSP),train
340,tr,A0AAW1AZI6,A0AAW1AZI6_CROAD,Serine protease hepsin,Crotalus adamanteus,8729,3,Clustered_Snake_Venom_Serine_Proteases(SVSP),train
341,tr,A0A6G5ZUI5,A0A6G5ZUI5_VIPAN,Serine protease inhibitor 4,Vipera anatolica senliki,2604287,2,Clustered_Snake_Venom_Serine_Proteases(SVSP),val
342,tr,A0AAW1B8A3,A0AAW1B8A3_CROAD,Serine protease 55-like,Crotalus adamanteus,8729,3,Clustered_Snake_Venom_Serine_Proteases(SVSP),train
343,tr,A0A670YN01,A0A670YN01_PSETE,Serine protease 8,Pseudonaja textilis,8673,3,Clustered_Snake_Venom_Serine_Proteases(SVSP),test
344,tr,A0A670ZH79,A0A670ZH79_PSETE,Serine protease 56,Pseudonaja textilis,8673,3,Clustered_Snake_Venom_Serine_Proteases(SVSP),train
345,tr,A0A6I9XUV4,A0A6I9XUV4_9SAUR,Serine protease 53,Thamnophis sirtalis,35019,3,Clustered_Snake_Venom_Serine_Proteases(SVSP),train
346,tr,A0A6J1VVU0,A0A6J1VVU0_9SAUR,Serine protease 56,Notechis scutatus,8663,3,Clustered_Snake_Venom_Serine_Proteases(SVSP),train
347,tr,A0AAW1C0D7,A0AAW1C0D7_CROAD,Transmembrane protease serine 12,Crotalus adamanteus,8729,3,Clustered_Snake_Venom_Serine_Proteases(SVSP),train
348,tr,A0AAW1B639,A0AAW1B639_CROAD,Serine protease 27-like,Crotalus adamanteus,8729,3,Clustered_Snake_Venom_Serine_Proteases(SVSP),val
349,tr,A0AAW1B492,A0AAW1B492_CROAD,Transmembrane protease serine 11E,Crotalus adamanteus,8729,3,Clustered_Snake_Venom_Serine_Proteases(SVSP),train
350,tr,A0A8T1N163,A0A8T1N163_BOTJA,Snake venom serine protease,Bothrops jararaca,8724,3,Clustered_Snake_Venom_Serine_Proteases(SVSP),train
351,tr,A0A9F2WIZ9,A0A9F2WIZ9_PYTBI,Serine protease 27-like,Python bivittatus,176946,3,Clustered_Snake_Venom_Serine_Proteases(SVSP),val
352,tr,A0A6I9Z4D1,A0A6I9Z4D1_9SAUR,Serine protease 55-like,Thamnophis sirtalis,35019,3,Clustered_Snake_Venom_Serine_Proteases(SVSP),train
353,tr,A0A6P9C4A5,A0A6P9C4A5_PANGU,Serine protease 27-like,Pantherophis guttatus,94885,3,Clustered_Snake_Venom_Serine_Proteases(SVSP),train
354,tr,A0AAW1BL91,A0AAW1BL91_CROAD,Serine protease 23,Crotalus adamanteus,8729,3,Clustered_Snake_Venom_Serine_Proteases(SVSP),train
355,tr,A0AAW1C320,A0AAW1C320_CROAD,Transmembrane protease serine 9,Crotalus adamanteus,8729,3,Clustered_Snake_Venom_Serine_Proteases(SVSP),train
356,tr,A0AAW1B510,A0AAW1B510_CROAD,Transmembrane protease serine 11E-like,Crotalus adamanteus,8729,3,Clustered_Snake_Venom_Serine_Proteases(SVSP),val
357,tr,A0A6I9X973,A0A6I9X973_9SAUR,Serine protease 27-like,Thamnophis sirtalis,35019,3,Clustered_Snake_Venom_Serine_Proteases(SVSP),train
358,tr,A0A6J1UHD9,A0A6J1UHD9_9SAUR,Transmembrane protease serine 3,Notechis scutatus,8663,3,Clustered_Snake_Venom_Serine_Proteases(SVSP),val
359,tr,A0A6J1UQJ1,A0A6J1UQJ1_9SAUR,Neurotrypsin,Notechis scutatus,8663,3,Clustered_Snake_Venom_Serine_Proteases(SVSP),test
360,tr,A0A9F5J2X4,A0A9F5J2X4_PYTBI,Transmembrane protease serine 9,Python bivittatus,176946,3,Clustered_Snake_Venom_Serine_Proteases(SVSP),train
361,tr,A0A6P9D546,A0A6P9D546_PANGU,Neurotrypsin,Pantherophis guttatus,94885,3,Clustered_Snake_Venom_Serine_Proteases(SVSP),train
362,tr,A0A8C6XYZ7,A0A8C6XYZ7_NAJNA,Transmembrane serine protease 2,Naja naja,35670,3,Clustered_Snake_Venom_Serine_Proteases(SVSP),train
363,tr,A0A6I9X325,A0A6I9X325_9SAUR,Transmembrane protease serine 7,Thamnophis sirtalis,35019,3,Clustered_Snake_Venom_Serine_Proteases(SVSP),train
364,tr,A0A6P9CAB1,A0A6P9CAB1_PANGU,Transmembrane protease serine 2,Pantherophis guttatus,94885,3,Clustered_Snake_Venom_Serine_Proteases(SVSP),train
365,tr,A0A8C6X785,A0A8C6X785_NAJNA,Transmembrane serine protease 7,Naja naja,35670,3,Clustered_Snake_Venom_Serine_Proteases(SVSP),train
366,tr,A0AAW1BD95,A0AAW1BD95_CROAD,Transmembrane protease serine 6,Crotalus adamanteus,8729,3,Clustered_Snake_Venom_Serine_Proteases(SVSP),val
367,tr,A0A8C6Y0I3,A0A8C6Y0I3_NAJNA,Transmembrane serine protease 13,Naja naja,35670,3,Clustered_Snake_Venom_Serine_Proteases(SVSP),train
368,tr,A0A6J1V7F7,A0A6J1V7F7_9SAUR,Transmembrane protease serine 12-like,Notechis scutatus,8663,3,Clustered_Snake_Venom_Serine_Proteases(SVSP),train
369,tr,A0AAW1BF14,A0AAW1BF14_CROAD,Serine protease HTRA1,Crotalus adamanteus,8729,3,Clustered_Snake_Venom_Serine_Proteases(SVSP),train
370,tr,A0AAW1CBG3,A0AAW1CBG3_CROAD,Inactive serine protease 35,Crotalus adamanteus,8729,3,Clustered_Snake_Venom_Serine_Proteases(SVSP),test
371,tr,A0A8C5SPJ7,A0A8C5SPJ7_LATLA,Transmembrane serine protease 15,Laticauda laticaudata,8630,3,Clustered_Snake_Venom_Serine_Proteases(SVSP),train
372,tr,A0A9F2KUF4,A0A9F2KUF4_PYTBI,Transmembrane protease serine 7-like,Python bivittatus,176946,3,Clustered_Snake_Venom_Serine_Proteases(SVSP),val
373,tr,A0A6I9YUK1,A0A6I9YUK1_9SAUR,Transmembrane protease serine 3-like,Thamnophis sirtalis,35019,3,Clustered_Snake_Venom_Serine_Proteases(SVSP),train
374,tr,V8NCL7,V8NCL7_OPHHA,Transmembrane protease serine 3 (Fragment),Ophiophagus hannah,8665,3,Clustered_Snake_Venom_Serine_Proteases(SVSP),train
375,tr,A0A6I9YC20,A0A6I9YC20_9SAUR,Serine protease 27-like isoform X2,Thamnophis sirtalis,35019,3,Clustered_Snake_Venom_Serine_Proteases(SVSP),train
376,tr,V8PHD7,V8PHD7_OPHHA,Transmembrane protease serine 6 (Fragment),Ophiophagus hannah,8665,3,Clustered_Snake_Venom_Serine_Proteases(SVSP),train
377,tr,V8P530,V8P530_OPHHA,Transmembrane protease serine 7 (Fragment),Ophiophagus hannah,8665,3,Clustered_Snake_Venom_Serine_Proteases(SVSP),train
378,tr,A0A6I9YC74,A0A6I9YC74_9SAUR,Serine protease 27-like isoform X1,Thamnophis sirtalis,35019,3,Clustered_Snake_Venom_Serine_Proteases(SVSP),test
379,tr,A0AAW1BJX0,A0AAW1BJX0_CROAD,TMPRSS7: Transmembrane protease serine 7,Crotalus adamanteus,8729,3,Clustered_Snake_Venom_Serine_Proteases(SVSP),val
380,tr,A0AAW1B8X9,A0AAW1B8X9_CROAD,"Serine protease HTRA2, mitochondrial",Crotalus adamanteus,8729,3,Clustered_Snake_Venom_Serine_Proteases(SVSP),train
381,tr,A0A6I9XN02,A0A6I9XN02_9SAUR,Serine protease 27-like isoform X2,Thamnophis sirtalis,35019,3,Clustered_Snake_Venom_Serine_Proteases(SVSP),train
382,tr,A0A9F5IQX0,A0A9F5IQX0_PYTBI,Transmembrane protease serine 13 isoform X1,Python bivittatus,176946,3,Clustered_Snake_Venom_Serine_Proteases(SVSP),test
383,tr,A0A9F5J7D2,A0A9F5J7D2_PYTBI,Mannan-binding lectin serine protease 1,Python bivittatus,176946,3,Clustered_Snake_Venom_Serine_Proteases(SVSP),train
384,tr,A0A6P9BGR4,A0A6P9BGR4_PANGU,Transmembrane protease serine 7 isoform X3,Pantherophis guttatus,94885,3,Clustered_Snake_Venom_Serine_Proteases(SVSP),train
385,tr,D3YLG9,D3YLG9_ECHOC,Serine proteinase (Fragment),Echis ocellatus,99586,2,Clustered_Snake_Venom_Serine_Proteases(SVSP),train
386,tr,V8NFE6,V8NFE6_OPHHA,Transmembrane protease serine 9 (Fragment),Ophiophagus hannah,8665,3,Clustered_Snake_Venom_Serine_Proteases(SVSP),val
387,tr,A0A6P9BAM1,A0A6P9BAM1_PANGU,Transmembrane protease serine 12-like isoform X3,Pantherophis guttatus,94885,3,Clustered_Snake_Venom_Serine_Proteases(SVSP),train
388,tr,A0A6P9BK07,A0A6P9BK07_PANGU,Transmembrane protease serine 12-like isoform X1,Pantherophis guttatus,94885,3,Clustered_Snake_Venom_Serine_Proteases(SVSP),train
389,tr,A0A9F3QUK2,A0A9F3QUK2_PYTBI,Transmembrane protease serine 12-like isoform X1,Python bivittatus,176946,3,Clustered_Snake_Venom_Serine_Proteases(SVSP),train
390,tr,A0A6J1VMP6,A0A6J1VMP6_9SAUR,LOW QUALITY PROTEIN: transmembrane protease serine 9,Notechis scutatus,8663,3,Clustered_Snake_Venom_Serine_Proteases(SVSP),test
391,tr,A0A6P9CDY9,A0A6P9CDY9_PANGU,Transmembrane protease serine 13-like isoform X1,Pantherophis guttatus,94885,3,Clustered_Snake_Venom_Serine_Proteases(SVSP),test
392,tr,A0A6P9B323,A0A6P9B323_PANGU,Mannan-binding lectin serine protease 1-like,Pantherophis guttatus,94885,3,Clustered_Snake_Venom_Serine_Proteases(SVSP),train
393,tr,A0A6I9XRL2,A0A6I9XRL2_9SAUR,LOW QUALITY PROTEIN: transmembrane protease serine 9,Thamnophis sirtalis,35019,3,Clustered_Snake_Venom_Serine_Proteases(SVSP),train
394,tr,A0AAW1BHI4,A0AAW1BHI4_CROAD,Mannan-binding lectin serine protease 1,Crotalus adamanteus,8729,4,Clustered_Snake_Venom_Serine_Proteases(SVSP),test
395,tr,A0AAW1C855,A0AAW1C855_CROAD,Inactive serine protease PAMR1,Crotalus adamanteus,8729,4,Clustered_Snake_Venom_Serine_Proteases(SVSP),train
396,tr,A0A077LD42,A0A077LD42_PROFL,Serine protease (Fragment),Protobothrops flavoviridis,88087,2,Clustered_Snake_Venom_Serine_Proteases(SVSP),val
397,tr,T2HP78,T2HP78_PROFL,Serine protease (Fragment),Protobothrops flavoviridis,88087,2,Clustered_Snake_Venom_Serine_Proteases(SVSP),train
398,tr,E9JG15,E9JG15_ECHCO,Serine protease (Fragment),Echis coloratus,64175,2,Clustered_Snake_Venom_Serine_Proteases(SVSP),train
399,tr,U3TBG7,U3TBG7_PROFL,Serine protease,Protobothrops flavoviridis,88087,2,Clustered_Snake_Venom_Serine_Proteases(SVSP),test
400,tr,A0AAW1C2I6,A0AAW1C2I6_CROAD,non-specific serine/threonine protein kinase,Crotalus adamanteus,8729,3,Clustered_Snake_Venom_Serine_Proteases(SVSP),test
401,tr,A0A098LY95,A0A098LY95_PYTRG,Serine protease,Python regius,51751,2,Clustered_Snake_Venom_Serine_Proteases(SVSP),train
402,tr,D5KRX9,D5KRX9_ECHOC,Serine protease (Fragment),Echis ocellatus,99586,2,Clustered_Snake_Venom_Serine_Proteases(SVSP),test
403,tr,E9JG16,E9JG16_ECHCO,Serine protease (Fragment),Echis coloratus,64175,2,Clustered_Snake_Venom_Serine_Proteases(SVSP),train
404,tr,D5KRY1,D5KRY1_ECHOC,Serine protease (Fragment),Echis ocellatus,99586,2,Clustered_Snake_Venom_Serine_Proteases(SVSP),train
405,tr,E9JG25,E9JG25_ECHCO,Serine protease (Fragment),Echis coloratus,64175,2,Clustered_Snake_Venom_Serine_Proteases(SVSP),train
406,tr,E9JG22,E9JG22_ECHCS,Serine protease (Fragment),Echis carinatus sochureki,124223,2,Clustered_Snake_Venom_Serine_Proteases(SVSP),test
407,tr,E9JG06,E9JG06_ECHPL,Serine protease (Fragment),Echis pyramidum leakeyi,38415,2,Clustered_Snake_Venom_Serine_Proteases(SVSP),train
408,tr,A0A0A1WDS0,A0A0A1WDS0_ECHCO,Serine protease F (Fragment),Echis coloratus,64175,2,Clustered_Snake_Venom_Serine_Proteases(SVSP),train
409,tr,A0A0A1WDS7,A0A0A1WDS7_ECHCO,Serine protease A (Fragment),Echis coloratus,64175,2,Clustered_Snake_Venom_Serine_Proteases(SVSP),train
410,tr,A0A6G5ZUW7,A0A6G5ZUW7_VIPAN,Serine protease 10 (Fragment),Vipera anatolica senliki,2604287,2,Clustered_Snake_Venom_Serine_Proteases(SVSP),train
411,tr,A0A6G5ZW32,A0A6G5ZW32_VIPAN,Serine protease 3,Vipera anatolica senliki,2604287,2,Clustered_Snake_Venom_Serine_Proteases(SVSP),train
412,tr,A0A6G5ZUG1,A0A6G5ZUG1_VIPAN,Serine protease 1,Vipera anatolica senliki,2604287,2,Clustered_Snake_Venom_Serine_Proteases(SVSP),train
413,tr,A0A2I7YS81,A0A2I7YS81_9SAUR,Serine endopeptidase,Crotalus scutulatus,8737,2,Clustered_Snake_Venom_Serine_Proteases(SVSP),train
414,tr,T2HPE9,T2HPE9_PROFL,Serine protease (Fragment),Protobothrops flavoviridis,88087,2,Clustered_Snake_Venom_Serine_Proteases(SVSP),train
415,tr,A0A6J1VE32,A0A6J1VE32_9SAUR,Serine protease harobin,Notechis scutatus,8663,3,Clustered_Snake_Venom_Serine_Proteases(SVSP),train
416,tr,U3FZ05,U3FZ05_MICFL,non-specific serine/threonine protein kinase,Micrurus fulvius,8637,2,Clustered_Snake_Venom_Serine_Proteases(SVSP),train
417,tr,A0A6G5ZVV7,A0A6G5ZVV7_VIPAN,Serine protease inhibitor 1,Vipera anatolica senliki,2604287,2,Clustered_Snake_Venom_Serine_Proteases(SVSP),train
418,tr,A0A6G5ZW53,A0A6G5ZW53_VIPAN,Serine protease inhibitor 3,Vipera anatolica senliki,2604287,2,Clustered_Snake_Venom_Serine_Proteases(SVSP),test
419,tr,A0A077L6U1,A0A077L6U1_PROFL,Serine protease (Fragment),Protobothrops flavoviridis,88087,2,Clustered_Snake_Venom_Serine_Proteases(SVSP),val
420,tr,T2HPN6,T2HPN6_OVOOK,Serine protease (Fragment),Ovophis okinavensis,8769,2,Clustered_Snake_Venom_Serine_Proteases(SVSP),train
421,tr,F8J2G1,F8J2G1_DRYCN,Putative serine protease inhibitor 473,Drysdalia coronoides,66186,2,Clustered_Snake_Venom_Serine_Proteases(SVSP),train
422,tr,V8P0I1,V8P0I1_OPHHA,Serine/threonine-protein kinase MRCK alpha (Fragment),Ophiophagus hannah,8665,3,Clustered_Snake_Venom_Serine_Proteases(SVSP),train
423,tr,T2HPU9,T2HPU9_PROFL,Serine protease (Fragment),Protobothrops flavoviridis,88087,2,Clustered_Snake_Venom_Serine_Proteases(SVSP),train
424,tr,T2HS39,T2HS39_OVOOK,Serine protease (Fragment),Ovophis okinavensis,8769,2,Clustered_Snake_Venom_Serine_Proteases(SVSP),train
425,tr,T2HS29,T2HS29_OVOOK,Serine protease (Fragment),Ovophis okinavensis,8769,2,Clustered_Snake_Venom_Serine_Proteases(SVSP),train
426,tr,T2HPQ7,T2HPQ7_OVOOK,Serine protease (Fragment),Ovophis okinavensis,8769,2,Clustered_Snake_Venom_Serine_Proteases(SVSP),val
427,tr,T2HQJ3,T2HQJ3_OVOOK,Serine protease (Fragment),Ovophis okinavensis,8769,2,Clustered_Snake_Venom_Serine_Proteases(SVSP),val
428,tr,U3TBH3,U3TBH3_OVOOK,Serine_protease (Fragment),Ovophis okinavensis,8769,2,Clustered_Snake_Venom_Serine_Proteases(SVSP),train
429,tr,A0A077L7V7,A0A077L7V7_PROEL,Serine protease 6 (Fragment),Protobothrops elegans,88086,2,Clustered_Snake_Venom_Serine_Proteases(SVSP),val
430,tr,A0A0B8RQ35,A0A0B8RQ35_9SAUR,Serine protease 27,Philothamnus irregularis,1899461,3,Clustered_Snake_Venom_Serine_Proteases(SVSP),train
431,tr,A0A670Y2A3,A0A670Y2A3_PSETE,Serine protease 57,Pseudonaja textilis,8673,3,Clustered_Snake_Venom_Serine_Proteases(SVSP),train
432,tr,A0A670YQ53,A0A670YQ53_PSETE,Serine protease 53,Pseudonaja textilis,8673,3,Clustered_Snake_Venom_Serine_Proteases(SVSP),train
433,tr,A0A8C6Y640,A0A8C6Y640_NAJNA,Serine protease 53,Naja naja,35670,3,Clustered_Snake_Venom_Serine_Proteases(SVSP),train
434,tr,A0A8C6X741,A0A8C6X741_NAJNA,Serine protease 56,Naja naja,35670,3,Clustered_Snake_Venom_Serine_Proteases(SVSP),train
435,tr,A0A9F2WFB3,A0A9F2WFB3_PYTBI,Serine protease 53,Python bivittatus,176946,3,Clustered_Snake_Venom_Serine_Proteases(SVSP),train
436,tr,A0AAW1B6M5,A0AAW1B6M5_CROAD,Serine protease 53-like,Crotalus adamanteus,8729,3,Clustered_Snake_Venom_Serine_Proteases(SVSP),train
437,tr,A0A6I9XNH7,A0A6I9XNH7_9SAUR,Serine protease 27-like,Thamnophis sirtalis,35019,3,Clustered_Snake_Venom_Serine_Proteases(SVSP),train
438,tr,A0A6J1VUG0,A0A6J1VUG0_9SAUR,Serine protease 57-like,Notechis scutatus,8663,3,Clustered_Snake_Venom_Serine_Proteases(SVSP),train
439,tr,A0A8C7E3P6,A0A8C7E3P6_NAJNA,Transmembrane serine protease 13,Naja naja,35670,3,Clustered_Snake_Venom_Serine_Proteases(SVSP),train
440,tr,A0A670YTL0,A0A670YTL0_PSETE,Serine protease 27-like,Pseudonaja textilis,8673,3,Clustered_Snake_Venom_Serine_Proteases(SVSP),train
441,tr,A0A6I9X621,A0A6I9X621_9SAUR,Serine protease 27-like,Thamnophis sirtalis,35019,3,Clustered_Snake_Venom_Serine_Proteases(SVSP),train
442,tr,A0A6I9Y496,A0A6I9Y496_9SAUR,Serine protease 27-like,Thamnophis sirtalis,35019,3,Clustered_Snake_Venom_Serine_Proteases(SVSP),train
443,tr,A0A6J1UQY2,A0A6J1UQY2_9SAUR,Serine protease 27-like,Notechis scutatus,8663,3,Clustered_Snake_Venom_Serine_Proteases(SVSP),train
444,tr,A0A9F5IW58,A0A9F5IW58_PYTBI,Serine protease 27-like,Python bivittatus,176946,3,Clustered_Snake_Venom_Serine_Proteases(SVSP),train
445,tr,A0A6I9XA78,A0A6I9XA78_9SAUR,Serine protease 27-like,Thamnophis sirtalis,35019,3,Clustered_Snake_Venom_Serine_Proteases(SVSP),train
446,tr,A0A6J1UQF1,A0A6J1UQF1_9SAUR,Serine protease 27-like,Notechis scutatus,8663,3,Clustered_Snake_Venom_Serine_Proteases(SVSP),train
447,tr,A0A9F3QV08,A0A9F3QV08_PYTBI,Transmembrane protease serine 9,Python bivittatus,176946,3,Clustered_Snake_Venom_Serine_Proteases(SVSP),train
448,tr,A0A6J1VJ40,A0A6J1VJ40_9SAUR,Serine protease 27-like,Notechis scutatus,8663,3,Clustered_Snake_Venom_Serine_Proteases(SVSP),test
449,tr,A0A9F5MYY5,A0A9F5MYY5_PYTBI,Serine protease 55-like,Python bivittatus,176946,3,Clustered_Snake_Venom_Serine_Proteases(SVSP),train
450,tr,A0A9F3QSN6,A0A9F3QSN6_PYTBI,Serine protease 27-like,Python bivittatus,176946,3,Clustered_Snake_Venom_Serine_Proteases(SVSP),train
451,tr,A0A670YKV6,A0A670YKV6_PSETE,Inactive serine protease 35,Pseudonaja textilis,8673,3,Clustered_Snake_Venom_Serine_Proteases(SVSP),train
452,tr,A0A8C6XXH9,A0A8C6XXH9_NAJNA,Transmembrane serine protease 13,Naja naja,35670,3,Clustered_Snake_Venom_Serine_Proteases(SVSP),train
453,tr,A0A9F2QU51,A0A9F2QU51_PYTBI,Serine protease 48-like,Python bivittatus,176946,3,Clustered_Snake_Venom_Serine_Proteases(SVSP),train
454,tr,A0A9F5J1K3,A0A9F5J1K3_PYTBI,Serine protease 57-like,Python bivittatus,176946,3,Clustered_Snake_Venom_Serine_Proteases(SVSP),train
455,tr,V8P5W4,V8P5W4_OPHHA,Probable serine carboxypeptidase CPVL,Ophiophagus hannah,8665,3,Clustered_Snake_Venom_Serine_Proteases(SVSP),val
456,tr,A0A6I9XM30,A0A6I9XM30_9SAUR,Transmembrane protease serine 12-like,Thamnophis sirtalis,35019,3,Clustered_Snake_Venom_Serine_Proteases(SVSP),train
457,tr,V8P3U4,V8P3U4_OPHHA,Serine protease 53 (Fragment),Ophiophagus hannah,8665,3,Clustered_Snake_Venom_Serine_Proteases(SVSP),train
458,tr,A0A6P9C3S1,A0A6P9C3S1_PANGU,Serine protease 55 isoform X1,Pantherophis guttatus,94885,3,Clustered_Snake_Venom_Serine_Proteases(SVSP),train
459,tr,A0A6I9XCT0,A0A6I9XCT0_9SAUR,Transmembrane protease serine 11A-like,Thamnophis sirtalis,35019,3,Clustered_Snake_Venom_Serine_Proteases(SVSP),train
460,tr,A0A6I9Z7D0,A0A6I9Z7D0_9SAUR,Transmembrane protease serine 12-like,Thamnophis sirtalis,35019,3,Clustered_Snake_Venom_Serine_Proteases(SVSP),train
461,tr,A0A6P9BJH4,A0A6P9BJH4_PANGU,Transmembrane protease serine 12-like,Pantherophis guttatus,94885,3,Clustered_Snake_Venom_Serine_Proteases(SVSP),train
462,tr,A0A9F5JAL5,A0A9F5JAL5_PYTBI,Transmembrane protease serine 12-like,Python bivittatus,176946,3,Clustered_Snake_Venom_Serine_Proteases(SVSP),train
463,tr,A0A9F5IFL3,A0A9F5IFL3_PYTBI,Transmembrane protease serine 11C-like,Python bivittatus,176946,3,Clustered_Snake_Venom_Serine_Proteases(SVSP),train
464,tr,A0A9F5JA67,A0A9F5JA67_PYTBI,Transmembrane protease serine 12-like,Python bivittatus,176946,3,Clustered_Snake_Venom_Serine_Proteases(SVSP),train
465,tr,A0A6I9XRS5,A0A6I9XRS5_9SAUR,Transmembrane protease serine 11E-like,Thamnophis sirtalis,35019,3,Clustered_Snake_Venom_Serine_Proteases(SVSP),train
466,tr,A0A9F5MYA9,A0A9F5MYA9_PYTBI,Transmembrane protease serine 12-like,Python bivittatus,176946,3,Clustered_Snake_Venom_Serine_Proteases(SVSP),train
467,tr,A0AAW1C0M8,A0AAW1C0M8_CROAD,Transmembrane protease serine 12,Crotalus adamanteus,8729,3,Clustered_Snake_Venom_Serine_Proteases(SVSP),train
468,tr,A0A9F5IN45,A0A9F5IN45_PYTBI,Serine protease 33-like isoform X1,Python bivittatus,176946,3,Clustered_Snake_Venom_Serine_Proteases(SVSP),val
469,tr,A0A6P9CJX3,A0A6P9CJX3_PANGU,Serine protease 44-like isoform X3,Pantherophis guttatus,94885,3,Clustered_Snake_Venom_Serine_Proteases(SVSP),train
470,tr,A0A9F3QSI2,A0A9F3QSI2_PYTBI,Serine protease 27-like isoform X1,Python bivittatus,176946,3,Clustered_Snake_Venom_Serine_Proteases(SVSP),train
471,tr,A0A6J1W1T6,A0A6J1W1T6_9SAUR,Kunitz-type serine protease inhibitor bitisilin-3-like,Notechis scutatus,8663,3,Clustered_Snake_Venom_Serine_Proteases(SVSP),test
472,tr,A0AAW1BYP7,A0AAW1BYP7_CROAD,TMPRSS12: Transmembrane protease serine 12,Crotalus adamanteus,8729,3,Clustered_Snake_Venom_Serine_Proteases(SVSP),test
473,tr,A0AAW1B0R6,A0AAW1B0R6_CROAD,Serine protease 27-like,Crotalus adamanteus,8729,4,Clustered_Snake_Venom_Serine_Proteases(SVSP),train
474,tr,V8N646,V8N646_OPHHA,Inactive serine protease 45 (Fragment),Ophiophagus hannah,8665,3,Clustered_Snake_Venom_Serine_Proteases(SVSP),train
475,tr,A0A6P9AW29,A0A6P9AW29_PANGU,Kunitz-type serine protease inhibitor HNTX-852-like,Pantherophis guttatus,94885,3,Clustered_Snake_Venom_Serine_Proteases(SVSP),train
476,tr,A0A6P9BBV0,A0A6P9BBV0_PANGU,Transmembrane protease serine 12-like isoform X1,Pantherophis guttatus,94885,3,Clustered_Snake_Venom_Serine_Proteases(SVSP),train
477,tr,A0AAW1AX66,A0AAW1AX66_CROAD,Thymus-specific serine protease,Crotalus adamanteus,8729,3,Clustered_Snake_Venom_Serine_Proteases(SVSP),train
478,tr,A0AAW1BZ74,A0AAW1BZ74_CROAD,Transmembrane protease serine 12,Crotalus adamanteus,8729,4,Clustered_Snake_Venom_Serine_Proteases(SVSP),train
479,tr,A0AAW1ATI6,A0AAW1ATI6_CROAD,Inactive serine protease 54,Crotalus adamanteus,8729,4,Clustered_Snake_Venom_Serine_Proteases(SVSP),train
480,tr,A0AAW1B070,A0AAW1B070_CROAD,Serine protease 27-like,Crotalus adamanteus,8729,4,Clustered_Snake_Venom_Serine_Proteases(SVSP),train
481,tr,A0AAW1BGW7,A0AAW1BGW7_CROAD,Serine protease 56-like,Crotalus adamanteus,8729,4,Clustered_Snake_Venom_Serine_Proteases(SVSP),train
482,tr,A0A9F5J7S9,A0A9F5J7S9_PYTBI,LOW QUALITY PROTEIN: serine protease 27-like,Python bivittatus,176946,3,Clustered_Snake_Venom_Serine_Proteases(SVSP),train
483,tr,A0AAW1BK31,A0AAW1BK31_CROAD,Tmprss3: Transmembrane protease serine 3 (Fragment),Crotalus adamanteus,8729,4,Clustered_Snake_Venom_Serine_Proteases(SVSP),train
484,tr,A0A223PK25,A0A223PK25_DABRR,Kunitz-type serine protease inhibitor kunitoxin-Tel1-like (Fragment),Daboia russelii,8707,2,Clustered_Snake_Venom_Serine_Proteases(SVSP),test
485,tr,H8PG70,H8PG70_9SAUR,Kunitz-type serine protease inhibitor isoform 2,Suta nigriceps,687874,2,Clustered_Snake_Venom_Serine_Proteases(SVSP),train
486,tr,A0A1I9KNL5,A0A1I9KNL5_VIPAA,Serine proteinase SP-2,Vipera ammodytes ammodytes,8705,2,Clustered_Snake_Venom_Serine_Proteases(SVSP),test
487,tr,A0A1I9KNN4,A0A1I9KNN4_VIPAA,Serine proteinase SP-3,Vipera ammodytes ammodytes,8705,2,Clustered_Snake_Venom_Serine_Proteases(SVSP),train
488,tr,A0AAW1BHS5,A0AAW1BHS5_CROAD,Mannan-binding lectin serine protease 1-like,Crotalus adamanteus,8729,3,Clustered_Snake_Venom_Serine_Proteases(SVSP),train
489,tr,V8N4W8,V8N4W8_OPHHA,Transmembrane protease serine 12 (Fragment),Ophiophagus hannah,8665,4,Clustered_Snake_Venom_Serine_Proteases(SVSP),train
490,tr,V8NTA6,V8NTA6_OPHHA,Inactive serine protease 54 (Fragment),Ophiophagus hannah,8665,4,Clustered_Snake_Venom_Serine_Proteases(SVSP),train
